,X,date.dd.mm.yy.,bd_liz_id,MR_O2_min,marker_sample,FMS,time_in_chamber,Geno.pheno,Date.Hatched,Phenotypic.Sex,Genotypic.Sex,mass,svl_mm,match,Final_MR_O2_min
151,217,13/4/21,444,0.394564027,33560,1,65,XY_Male,1/2/21,Male,XY,0.648,31,Data_04-14-2021_Bassiana.exp.2,0.006070216
152,218,13/4/21,444,0.383539187,37760,1,65,XY_Male,1/2/21,Male,XY,0.648,31,Data_04-14-2021_Bassiana.exp.2,0.005900603
153,219,13/4/21,444,0.373736518,41960,1,65,XY_Male,1/2/21,Male,XY,0.648,31,Data_04-14-2021_Bassiana.exp.2,0.005749793
154,224,13/4/21,473,1.292066398,9800,1,65,XX_Female,6/2/21,Female,XX,0.861,33,Data_04-14-2021_Bassiana.exp.4,0.019877945
155,225,13/4/21,473,1.193060852,13830,1,65,XX_Female,6/2/21,Female,XX,0.861,33,Data_04-14-2021_Bassiana.exp.4,0.018354782
156,226,13/4/21,473,1.135176961,18050,1,65,XX_Female,6/2/21,Female,XX,0.861,33,Data_04-14-2021_Bassiana.exp.4,0.017464261
157,227,13/4/21,473,1.086864846,22250,1,65,XX_Female,6/2/21,Female,XX,0.861,33,Data_04-14-2021_Bassiana.exp.4,0.016720998
158,228,13/4/21,473,1.078415892,26450,1,65,XX_Female,6/2/21,Female,XX,0.861,33,Data_04-14-2021_Bassiana.exp.4,0.016591014
159,229,13/4/21,473,1.058203412,30650,1,65,XX_Female,6/2/21,Female,XX,0.861,33,Data_04-14-2021_Bassiana.exp.4,0.016280052
160,230,13/4/21,473,1.012152882,34760,1,65,XX_Female,6/2/21,Female,XX,0.861,33,Data_04-14-2021_Bassiana.exp.4,0.015571583
161,231,13/4/21,473,1.053681434,38960,1,65,XX_Female,6/2/21,Female,XX,0.861,33,Data_04-14-2021_Bassiana.exp.4,0.016210484
162,232,13/4/21,473,2.001769551,43160,1,65,XX_Female,6/2/21,Female,XX,0.861,33,Data_04-14-2021_Bassiana.exp.4,0.030796455
163,237,13/4/21,508,1.05185814,10400,1,65,XX_Female,,Female,XX,0.685,33,Data_04-14-2021_Bassiana.exp.5,0.016182433
164,238,13/4/21,508,0.977782368,14430,1,65,XX_Female,,Female,XX,0.685,33,Data_04-14-2021_Bassiana.exp.5,0.015042806
165,239,13/4/21,508,0.85122039,18650,1,65,XX_Female,,Female,XX,0.685,33,Data_04-14-2021_Bassiana.exp.5,0.013095698
166,240,13/4/21,508,0.792549444,22850,1,65,XX_Female,,Female,XX,0.685,33,Data_04-14-2021_Bassiana.exp.5,0.012193068
167,241,13/4/21,508,0.948357742,27050,1,65,XX_Female,,Female,XX,0.685,33,Data_04-14-2021_Bassiana.exp.5,0.014590119
168,242,13/4/21,508,1.276073682,31250,1,65,XX_Female,,Female,XX,0.685,33,Data_04-14-2021_Bassiana.exp.5,0.019631903
169,243,13/4/21,508,1.557868231,35360,1,65,XX_Female,,Female,XX,0.685,33,Data_04-14-2021_Bassiana.exp.5,0.023967204
170,244,13/4/21,508,1.683007536,39560,1,65,XX_Female,,Female,XX,0.685,33,Data_04-14-2021_Bassiana.exp.5,0.025892424
171,245,13/4/21,508,1.878695175,43760,1,65,XX_Female,,Female,XX,0.685,33,Data_04-14-2021_Bassiana.exp.5,0.028903003
172,250,13/4/21,512,0.845958178,11600,1,65,XX_Female,,Female,XX,0.767,32,Data_04-14-2021_Bassiana.exp.7,0.013014741
173,251,13/4/21,512,0.84991822,15650,1,65,XX_Female,,Female,XX,0.767,32,Data_04-14-2021_Bassiana.exp.7,0.013075665
174,252,13/4/21,512,0.822654454,19850,1,65,XX_Female,,Female,XX,0.767,32,Data_04-14-2021_Bassiana.exp.7,0.012656222
175,253,13/4/21,512,0.807708138,24050,1,65,XX_Female,,Female,XX,0.767,32,Data_04-14-2021_Bassiana.exp.7,0.012426279
176,254,13/4/21,512,0.807271869,28250,1,65,XX_Female,,Female,XX,0.767,32,Data_04-14-2021_Bassiana.exp.7,0.012419567
177,255,13/4/21,512,0.8264075,32450,1,65,XX_Female,,Female,XX,0.767,32,Data_04-14-2021_Bassiana.exp.7,0.012713962
178,256,13/4/21,512,0.846009561,36560,1,65,XX_Female,,Female,XX,0.767,32,Data_04-14-2021_Bassiana.exp.7,0.013015532
179,257,13/4/21,512,2.04946374,40760,1,65,XX_Female,,Female,XX,0.767,32,Data_04-14-2021_Bassiana.exp.7,0.031530211
180,262,13/4/21,513,0.574952892,11000,2,65,XX_Male,,Male,XX,0.753,30,Data_04-14-2021_Bassiana_Mux2.exp.6,0.008845429
181,263,13/4/21,513,0.562378203,15030,2,65,XX_Male,,Male,XX,0.753,30,Data_04-14-2021_Bassiana_Mux2.exp.6,0.008651972
182,264,13/4/21,513,0.464082218,19250,2,65,XX_Male,,Male,XX,0.753,30,Data_04-14-2021_Bassiana_Mux2.exp.6,0.007139726
183,265,13/4/21,513,0.606063094,23450,2,65,XX_Male,,Male,XX,0.753,30,Data_04-14-2021_Bassiana_Mux2.exp.6,0.009324048
184,266,13/4/21,513,0.444126531,27650,2,65,XX_Male,,Male,XX,0.753,30,Data_04-14-2021_Bassiana_Mux2.exp.6,0.006832716
185,267,13/4/21,513,0.621503165,31850,2,65,XX_Male,,Male,XX,0.753,30,Data_04-14-2021_Bassiana_Mux2.exp.6,0.009561587
186,268,13/4/21,513,0.423811303,35960,2,65,XX_Male,,Male,XX,0.753,30,Data_04-14-2021_Bassiana_Mux2.exp.6,0.006520174
187,269,13/4/21,513,0.405048264,40160,2,65,XX_Male,,Male,XX,0.753,30,Data_04-14-2021_Bassiana_Mux2.exp.6,0.006231512
188,270,13/4/21,513,0.413118998,44360,2,65,XX_Male,,Male,XX,0.753,30,Data_04-14-2021_Bassiana_Mux2.exp.6,0.006355677
189,275,13/4/21,562,0.627011617,12200,2,65,XY_Male,,Male,XY,0.863,31,Data_04-14-2021_Bassiana_Mux2.exp.8,0.009646333
190,276,13/4/21,562,0.656949154,16250,2,65,XY_Male,,Male,XY,0.863,31,Data_04-14-2021_Bassiana_Mux2.exp.8,0.01010691
191,277,13/4/21,562,0.715802075,20450,2,65,XY_Male,,Male,XY,0.863,31,Data_04-14-2021_Bassiana_Mux2.exp.8,0.01101234
192,278,13/4/21,562,0.74107835,24650,2,65,XY_Male,,Male,XY,0.863,31,Data_04-14-2021_Bassiana_Mux2.exp.8,0.011401205
193,279,13/4/21,562,0.718694969,28850,2,65,XY_Male,,Male,XY,0.863,31,Data_04-14-2021_Bassiana_Mux2.exp.8,0.011056846
194,280,13/4/21,562,0.760506899,33050,2,65,XY_Male,,Male,XY,0.863,31,Data_04-14-2021_Bassiana_Mux2.exp.8,0.011700106
195,281,13/4/21,562,0.676350135,37160,2,65,XY_Male,,Male,XY,0.863,31,Data_04-14-2021_Bassiana_Mux2.exp.8,0.010405387
196,282,13/4/21,562,0.613189814,41360,2,65,XY_Male,,Male,XY,0.863,31,Data_04-14-2021_Bassiana_Mux2.exp.8,0.009433689
197,287,13/4/21,565,0.721024728,11000,1,65,XX_Male,,Male,XX,0.636,31,Data_04-14-2021_Bassiana.exp.6,0.011092688
198,288,13/4/21,565,0.720293601,15030,1,65,XX_Male,,Male,XX,0.636,31,Data_04-14-2021_Bassiana.exp.6,0.01108144
199,289,13/4/21,565,0.715701398,19250,1,65,XX_Male,,Male,XX,0.636,31,Data_04-14-2021_Bassiana.exp.6,0.011010791
200,290,13/4/21,565,0.695854395,23450,1,65,XX_Male,,Male,XX,0.636,31,Data_04-14-2021_Bassiana.exp.6,0.010705452
201,291,13/4/21,565,0.690041292,27650,1,65,XX_Male,,Male,XX,0.636,31,Data_04-14-2021_Bassiana.exp.6,0.01061602
202,292,13/4/21,565,0.693942506,31850,1,65,XX_Male,,Male,XX,0.636,31,Data_04-14-2021_Bassiana.exp.6,0.010676039
203,293,13/4/21,565,0.677882591,35960,1,65,XX_Male,,Male,XX,0.636,31,Data_04-14-2021_Bassiana.exp.6,0.010428963
204,294,13/4/21,565,0.68094391,40160,1,65,XX_Male,,Male,XX,0.636,31,Data_04-14-2021_Bassiana.exp.6,0.01047606
205,295,13/4/21,565,0.672564127,44360,1,65,XX_Male,,Male,XX,0.636,31,Data_04-14-2021_Bassiana.exp.6,0.01034714
206,300,13/4/21,566,0.65316799,9200,2,65,XY_Male,,Male,XY,0.75,33,Data_04-14-2021_Bassiana_Mux2.exp.3,0.010048738
207,301,13/4/21,566,0.603785624,13230,2,65,XY_Male,,Male,XY,0.75,33,Data_04-14-2021_Bassiana_Mux2.exp.3,0.00928901
208,302,13/4/21,566,0.572680794,17450,2,65,XY_Male,,Male,XY,0.75,33,Data_04-14-2021_Bassiana_Mux2.exp.3,0.008810474
209,303,13/4/21,566,0.578423908,21650,2,65,XY_Male,,Male,XY,0.75,33,Data_04-14-2021_Bassiana_Mux2.exp.3,0.008898829
210,304,13/4/21,566,0.576489613,25850,2,65,XY_Male,,Male,XY,0.75,33,Data_04-14-2021_Bassiana_Mux2.exp.3,0.008869071
211,305,13/4/21,566,0.667121505,30050,2,65,XY_Male,,Male,XY,0.75,33,Data_04-14-2021_Bassiana_Mux2.exp.3,0.010263408
212,306,13/4/21,566,0.664470017,34160,2,65,XY_Male,,Male,XY,0.75,33,Data_04-14-2021_Bassiana_Mux2.exp.3,0.010222616
213,307,13/4/21,566,0.694412909,38360,2,65,XY_Male,,Male,XY,0.75,33,Data_04-14-2021_Bassiana_Mux2.exp.3,0.010683276
214,308,13/4/21,566,0.63936009,42560,2,65,XY_Male,,Male,XY,0.75,33,Data_04-14-2021_Bassiana_Mux2.exp.3,0.009836309
215,313,13/4/21,576,0.556646116,8600,2,65,XY_Male,,Male,XY,0.787,31,Data_04-14-2021_Bassiana_Mux2.exp.2,0.008563786
216,314,13/4/21,576,0.525181761,12630,2,65,XY_Male,,Male,XY,0.787,31,Data_04-14-2021_Bassiana_Mux2.exp.2,0.008079719
217,315,13/4/21,576,1.345568475,16850,2,65,XY_Male,,Male,XY,0.787,31,Data_04-14-2021_Bassiana_Mux2.exp.2,0.020701053
218,316,13/4/21,576,1.136461114,21050,2,65,XY_Male,,Male,XY,0.787,31,Data_04-14-2021_Bassiana_Mux2.exp.2,0.017484017
219,317,13/4/21,576,0.581972012,25250,2,65,XY_Male,,Male,XY,0.787,31,Data_04-14-2021_Bassiana_Mux2.exp.2,0.008953416
220,318,13/4/21,576,0.512632981,29450,2,65,XY_Male,,Male,XY,0.787,31,Data_04-14-2021_Bassiana_Mux2.exp.2,0.007886661
221,319,13/4/21,576,0.485697548,33560,2,65,XY_Male,,Male,XY,0.787,31,Data_04-14-2021_Bassiana_Mux2.exp.2,0.00747227
222,320,13/4/21,576,0.463292186,37760,2,65,XY_Male,,Male,XY,0.787,31,Data_04-14-2021_Bassiana_Mux2.exp.2,0.007127572
223,321,13/4/21,576,0.458164605,41960,2,65,XY_Male,,Male,XY,0.787,31,Data_04-14-2021_Bassiana_Mux2.exp.2,0.007048686
224,326,13/4/21,579,0.410260156,10400,2,65,XX_Male,,Male,XX,0.579,30,Data_04-14-2021_Bassiana_Mux2.exp.5,0.006311695
225,327,13/4/21,579,0.404106868,14430,2,65,XX_Male,,Male,XX,0.579,30,Data_04-14-2021_Bassiana_Mux2.exp.5,0.006217029
226,328,13/4/21,579,0.39241774,18650,2,65,XX_Male,,Male,XX,0.579,30,Data_04-14-2021_Bassiana_Mux2.exp.5,0.006037196
227,329,13/4/21,579,0.379877554,22850,2,65,XX_Male,,Male,XX,0.579,30,Data_04-14-2021_Bassiana_Mux2.exp.5,0.00584427
228,330,13/4/21,579,0.403366001,27050,2,65,XX_Male,,Male,XX,0.579,30,Data_04-14-2021_Bassiana_Mux2.exp.5,0.006205631
229,331,13/4/21,579,0.664776729,31250,2,65,XX_Male,,Male,XX,0.579,30,Data_04-14-2021_Bassiana_Mux2.exp.5,0.010227334
230,332,13/4/21,579,0.502574485,35360,2,65,XX_Male,,Male,XX,0.579,30,Data_04-14-2021_Bassiana_Mux2.exp.5,0.007731915
231,333,13/4/21,579,0.471418275,39560,2,65,XX_Male,,Male,XX,0.579,30,Data_04-14-2021_Bassiana_Mux2.exp.5,0.007252589
232,334,13/4/21,579,0.497857522,43760,2,65,XX_Male,,Male,XX,0.579,30,Data_04-14-2021_Bassiana_Mux2.exp.5,0.007659346
233,339,13/4/21,580,1.563893244,12200,1,65,XX_Female,,Female,XX,0.896,34,Data_04-14-2021_Bassiana.exp.8,0.024059896
234,340,13/4/21,580,1.425328058,16250,1,65,XX_Female,,Female,XX,0.896,34,Data_04-14-2021_Bassiana.exp.8,0.021928124
235,341,13/4/21,580,1.282770185,20450,1,65,XX_Female,,Female,XX,0.896,34,Data_04-14-2021_Bassiana.exp.8,0.019734926
236,342,13/4/21,580,1.165214218,24650,1,65,XX_Female,,Female,XX,0.896,34,Data_04-14-2021_Bassiana.exp.8,0.017926373
237,343,13/4/21,580,1.084851838,28850,1,65,XX_Female,,Female,XX,0.896,34,Data_04-14-2021_Bassiana.exp.8,0.016690028
238,344,13/4/21,580,1.146592516,33050,1,65,XX_Female,,Female,XX,0.896,34,Data_04-14-2021_Bassiana.exp.8,0.017639885
239,345,13/4/21,580,1.970354121,37160,1,65,XX_Female,,Female,XX,0.896,34,Data_04-14-2021_Bassiana.exp.8,0.03031314
240,346,13/4/21,580,1.820013293,41360,1,65,XX_Female,,Female,XX,0.896,34,Data_04-14-2021_Bassiana.exp.8,0.028000205
241,351,13/4/21,589,0.400833906,11600,2,65,XX_Female,,Female,XX,0.589,29,Data_04-14-2021_Bassiana_Mux2.exp.7,0.006166675
242,352,13/4/21,589,0.403433933,15650,2,65,XX_Female,,Female,XX,0.589,29,Data_04-14-2021_Bassiana_Mux2.exp.7,0.006206676
243,353,13/4/21,589,0.390118201,19850,2,65,XX_Female,,Female,XX,0.589,29,Data_04-14-2021_Bassiana_Mux2.exp.7,0.006001818
244,354,13/4/21,589,0.383157088,24050,2,65,XX_Female,,Female,XX,0.589,29,Data_04-14-2021_Bassiana_Mux2.exp.7,0.005894724
245,355,13/4/21,589,0.369544512,28250,2,65,XX_Female,,Female,XX,0.589,29,Data_04-14-2021_Bassiana_Mux2.exp.7,0.0056853
246,356,13/4/21,589,0.370549278,32450,2,65,XX_Female,,Female,XX,0.589,29,Data_04-14-2021_Bassiana_Mux2.exp.7,0.005700758
247,357,13/4/21,589,0.37063776,36560,2,65,XX_Female,,Female,XX,0.589,29,Data_04-14-2021_Bassiana_Mux2.exp.7,0.005702119
248,358,13/4/21,589,0.365828379,40760,2,65,XX_Female,,Female,XX,0.589,29,Data_04-14-2021_Bassiana_Mux2.exp.7,0.005628129
249,363,15/3/21,424,0.491782825,9200,1,65,XX_Male,8/2/21,Male,XX,0.674,29,Data_03-16-2021_Bassiana.exp.3,0.00756589
250,364,15/3/21,424,0.554778541,13375,1,65,XX_Male,8/2/21,Male,XX,0.674,29,Data_03-16-2021_Bassiana.exp.3,0.008535054
251,365,15/3/21,424,0.550420382,17450,1,65,XX_Male,8/2/21,Male,XX,0.674,29,Data_03-16-2021_Bassiana.exp.3,0.008468006
252,366,15/3/21,424,0.526762823,21650,1,65,XX_Male,8/2/21,Male,XX,0.674,29,Data_03-16-2021_Bassiana.exp.3,0.008104043
253,367,15/3/21,424,0.538053316,25850,1,65,XX_Male,8/2/21,Male,XX,0.674,29,Data_03-16-2021_Bassiana.exp.3,0.008277743
254,368,15/3/21,424,0.551050429,30050,1,65,XX_Male,8/2/21,Male,XX,0.674,29,Data_03-16-2021_Bassiana.exp.3,0.008477699
255,369,15/3/21,424,0.660335139,34160,1,65,XX_Male,8/2/21,Male,XX,0.674,29,Data_03-16-2021_Bassiana.exp.3,0.010159002
256,370,15/3/21,424,0.850886238,38360,1,65,XX_Male,8/2/21,Male,XX,0.674,29,Data_03-16-2021_Bassiana.exp.3,0.013090558
257,371,15/3/21,424,0.818893391,42560,1,65,XX_Male,8/2/21,Male,XX,0.674,29,Data_03-16-2021_Bassiana.exp.3,0.01259836
258,372,15/3/21,424,0.896728933,46600,1,65,XX_Male,8/2/21,Male,XX,0.674,29,Data_03-16-2021_Bassiana.exp.3,0.01379583
259,373,15/3/21,424,0.931904707,50800,1,65,XX_Male,8/2/21,Male,XX,0.674,29,Data_03-16-2021_Bassiana.exp.3,0.014336995
260,378,15/3/21,425_C,0.354085584,7400,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.005447471
261,379,15/3/21,425_C,0.354085584,7400,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.005447471
262,380,15/3/21,425_C,0.369892106,11600,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.005690648
263,381,15/3/21,425_C,0.369892106,11600,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.005690648
264,382,15/3/21,425_C,0.371987565,15650,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.005722886
265,383,15/3/21,425_C,0.371987565,15650,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.005722886
266,384,15/3/21,425_C,0.373485315,19850,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.005745928
267,385,15/3/21,425_C,0.373485315,19850,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.005745928
268,386,15/3/21,425_C,0.37696857,24050,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.005799516
269,387,15/3/21,425_C,0.37696857,24050,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.005799516
270,388,15/3/21,425_C,0.377384141,28250,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.00580591
271,389,15/3/21,425_C,0.377384141,28250,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.00580591
272,390,15/3/21,425_C,0.358526687,32450,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.005515795
273,391,15/3/21,425_C,0.358526687,32450,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.005515795
274,392,15/3/21,425_C,0.389305668,36560,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.005989318
275,393,15/3/21,425_C,0.389305668,36560,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.005989318
276,394,15/3/21,425_C,0.778976465,40760,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.011984253
277,395,15/3/21,425_C,0.778976465,40760,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.011984253
278,396,15/3/21,425_C,0.794687526,44960,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.012225962
279,397,15/3/21,425_C,0.794687526,44960,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.012225962
280,398,15/3/21,425_C,0.900868821,49000,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.01385952
281,399,15/3/21,425_C,0.900868821,49000,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.01385952
282,400,15/3/21,425_C,0.965561518,53200,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.014854793
283,401,15/3/21,425_C,0.965561518,53200,1,65,XX_Female,8/2/21,Female,XX,0.518,27,Data_03-16-2021_Bassiana.exp.7,0.014854793
284,406,15/3/21,425_S,0.304033785,9200,2,65,XX_Male,8/2/21,Male,XX,0.528,29,Data_03-16-2021_Bassiana_Mux2.exp.3,0.004677443
285,407,15/3/21,425_S,0.354694512,13230,2,65,XX_Male,8/2/21,Male,XX,0.528,29,Data_03-16-2021_Bassiana_Mux2.exp.3,0.005456839
286,408,15/3/21,425_S,0.33574944,17450,2,65,XX_Male,8/2/21,Male,XX,0.528,29,Data_03-16-2021_Bassiana_Mux2.exp.3,0.005165376
287,409,15/3/21,425_S,0.329507585,21650,2,65,XX_Male,8/2/21,Male,XX,0.528,29,Data_03-16-2021_Bassiana_Mux2.exp.3,0.005069347
288,410,15/3/21,425_S,0.3406302,25850,2,65,XX_Male,8/2/21,Male,XX,0.528,29,Data_03-16-2021_Bassiana_Mux2.exp.3,0.005240465
289,411,15/3/21,425_S,0.324927647,30050,2,65,XX_Male,8/2/21,Male,XX,0.528,29,Data_03-16-2021_Bassiana_Mux2.exp.3,0.004998887
290,412,15/3/21,425_S,0.327117925,34160,2,65,XX_Male,8/2/21,Male,XX,0.528,29,Data_03-16-2021_Bassiana_Mux2.exp.3,0.005032583
291,413,15/3/21,425_S,0.327374291,38360,2,65,XX_Male,8/2/21,Male,XX,0.528,29,Data_03-16-2021_Bassiana_Mux2.exp.3,0.005036528
292,414,15/3/21,425_S,0.568210099,42560,2,65,XX_Male,8/2/21,Male,XX,0.528,29,Data_03-16-2021_Bassiana_Mux2.exp.3,0.008741694
293,415,15/3/21,425_S,0.887079165,46600,2,65,XX_Male,8/2/21,Male,XX,0.528,29,Data_03-16-2021_Bassiana_Mux2.exp.3,0.013647372
294,416,15/3/21,425_S,0.470412662,50800,2,65,XX_Male,8/2/21,Male,XX,0.528,29,Data_03-16-2021_Bassiana_Mux2.exp.3,0.007237118
295,421,15/3/21,427,0.44530754,11600,2,65,XY_Male,8/2/21,Male,XY,0.603,29,Data_03-16-2021_Bassiana_Mux2.exp.7,0.006850885
296,422,15/3/21,427,0.406119382,15650,2,65,XY_Male,8/2/21,Male,XY,0.603,29,Data_03-16-2021_Bassiana_Mux2.exp.7,0.00624799
297,423,15/3/21,427,0.427131246,19850,2,65,XY_Male,8/2/21,Male,XY,0.603,29,Data_03-16-2021_Bassiana_Mux2.exp.7,0.00657125
298,424,15/3/21,427,0.417958371,24050,2,65,XY_Male,8/2/21,Male,XY,0.603,29,Data_03-16-2021_Bassiana_Mux2.exp.7,0.006430129
299,425,15/3/21,427,0.428212573,28250,2,65,XY_Male,8/2/21,Male,XY,0.603,29,Data_03-16-2021_Bassiana_Mux2.exp.7,0.006587886
300,426,15/3/21,427,0.427149932,32450,2,65,XY_Male,8/2/21,Male,XY,0.603,29,Data_03-16-2021_Bassiana_Mux2.exp.7,0.006571537
301,427,15/3/21,427,0.474921648,36560,2,65,XY_Male,8/2/21,Male,XY,0.603,29,Data_03-16-2021_Bassiana_Mux2.exp.7,0.007306487
302,428,15/3/21,427,0.674016362,40760,2,65,XY_Male,8/2/21,Male,XY,0.603,29,Data_03-16-2021_Bassiana_Mux2.exp.7,0.010369482
303,429,15/3/21,427,0.522212511,44960,2,65,XY_Male,8/2/21,Male,XY,0.603,29,Data_03-16-2021_Bassiana_Mux2.exp.7,0.008034039
304,430,15/3/21,427,0.520073273,49100,2,65,XY_Male,8/2/21,Male,XY,0.603,29,Data_03-16-2021_Bassiana_Mux2.exp.7,0.008001127
